ID,Latitude,Longitude,TelemDate,AID,Attribute
422,42.68807,-109.46323,5/5/2015 3:01,Jet,Stopover 1
423,42.70275,-109.47066,5/5/2015 5:46,Jet,Stopover 1
424,42.70952,-109.4911,5/5/2015 11:17,Jet,Stopover 1
425,42.7093,-109.49127,5/5/2015 14:01,Jet,Stopover 1
426,42.70932,-109.49393,5/5/2015 16:45,Jet,Stopover 1
427,42.71058,-109.49488,5/5/2015 19:31,Jet,Stopover 1
428,42.70783,-109.49121,5/5/2015 22:16,Jet,Stopover 1
429,42.70765,-109.48838,5/5/2015 23:45,Jet,Stopover 1
430,42.70765,-109.48833,5/6/2015 0:00,Jet,Stopover 1
431,42.70538,-109.48715,5/6/2015 2:46,Jet,Stopover 1
432,42.70849,-109.48976,5/6/2015 5:31,Jet,Stopover 1
433,42.71026,-109.48969,5/6/2015 8:17,Jet,Stopover 1
434,42.71125,-109.49072,5/6/2015 11:01,Jet,Stopover 1
435,42.71207,-109.49058,5/6/2015 13:45,Jet,Stopover 1
436,42.71239,-109.49086,5/6/2015 16:30,Jet,Stopover 1
437,42.71126,-109.48809,5/6/2015 19:16,Jet,Stopover 1
438,42.71119,-109.48684,5/6/2015 22:01,Jet,Stopover 1
439,42.71317,-109.4869,5/7/2015 0:31,Jet,Stopover 1
440,42.71305,-109.49057,5/7/2015 3:16,Jet,Stopover 1
441,42.71541,-109.48952,5/7/2015 6:01,Jet,Stopover 1
442,42.71542,-109.48922,5/7/2015 8:46,Jet,Stopover 1
443,42.71553,-109.48918,5/7/2015 11:31,Jet,Stopover 1
444,42.71716,-109.48902,5/7/2015 14:16,Jet,Stopover 1
445,42.71526,-109.49674,5/7/2015 17:00,Jet,Stopover 1
446,42.71678,-109.49894,5/7/2015 19:46,Jet,Stopover 1
447,42.71702,-109.4994,5/7/2015 22:31,Jet,Stopover 1
448,42.71704,-109.49932,5/8/2015 1:01,Jet,Stopover 1
449,42.71717,-109.49996,5/8/2015 3:46,Jet,Stopover 1
450,42.71579,-109.49864,5/8/2015 6:31,Jet,Stopover 1
451,42.71352,-109.49695,5/8/2015 9:16,Jet,Stopover 1
452,42.71463,-109.5,5/8/2015 12:01,Jet,Stopover 1
453,42.71497,-109.49961,5/8/2015 14:46,Jet,Stopover 1
454,42.71597,-109.50472,5/8/2015 17:31,Jet,Stopover 1
455,42.72353,-109.52375,5/8/2015 20:16,Jet,Stopover 1
456,42.72934,-109.53038,5/8/2015 23:01,Jet,Stopover 1
457,42.72946,-109.5309,5/9/2015 1:31,Jet,Migration
458,42.74744,-109.55919,5/9/2015 4:16,Jet,Migration
459,42.78267,-109.56523,5/9/2015 7:01,Jet,Migration
460,42.79637,-109.59559,5/9/2015 9:46,Jet,Migration
461,42.80784,-109.61775,5/9/2015 12:30,Jet,Migration
462,42.80817,-109.61888,5/9/2015 15:16,Jet,Migration
463,42.8114,-109.63094,5/9/2015 18:01,Jet,Migration
464,42.82037,-109.65649,5/9/2015 20:46,Jet,Stopover 2
465,42.82148,-109.66257,5/9/2015 23:31,Jet,Stopover 2
466,42.8213,-109.66229,5/10/2015 2:00,Jet,Stopover 2
467,42.82227,-109.66716,5/10/2015 4:46,Jet,Stopover 2
468,42.82271,-109.66879,5/10/2015 7:31,Jet,Stopover 2
469,42.82236,-109.66325,5/10/2015 10:16,Jet,Stopover 2
470,42.82305,-109.65993,5/10/2015 13:01,Jet,Stopover 2
471,42.82244,-109.6685,5/10/2015 15:46,Jet,Stopover 2
472,42.82269,-109.66992,5/10/2015 18:31,Jet,Stopover 2
473,42.82263,-109.67024,5/10/2015 21:16,Jet,Stopover 2
474,42.82262,-109.66963,5/10/2015 23:46,Jet,Stopover 2
475,42.8232,-109.67015,5/11/2015 2:31,Jet,Stopover 2
476,42.82268,-109.67111,5/11/2015 5:16,Jet,Stopover 2
477,42.82149,-109.66944,5/11/2015 8:01,Jet,Stopover 2
478,42.82175,-109.66882,5/11/2015 10:46,Jet,Stopover 2
479,42.82202,-109.66876,5/11/2015 13:31,Jet,Stopover 2
480,42.82123,-109.66886,5/11/2015 16:16,Jet,Stopover 2
481,42.82137,-109.66882,5/11/2015 19:01,Jet,Stopover 2
482,42.82535,-109.66706,5/11/2015 21:46,Jet,Stopover 2
483,42.82496,-109.66882,5/11/2015 23:45,Jet,Stopover 2
484,42.82292,-109.67108,5/12/2015 3:01,Jet,Stopover 2
485,42.82291,-109.66939,5/12/2015 5:46,Jet,Stopover 2
486,42.82227,-109.67023,5/12/2015 8:31,Jet,Stopover 2
487,42.82224,-109.6711,5/12/2015 11:16,Jet,Stopover 2
488,42.82366,-109.66741,5/12/2015 14:01,Jet,Stopover 2
489,42.82259,-109.66806,5/12/2015 16:45,Jet,Stopover 2
490,42.82001,-109.66709,5/12/2015 19:31,Jet,Stopover 2
491,42.82016,-109.66542,5/12/2015 22:16,Jet,Stopover 2
492,42.82048,-109.66381,5/12/2015 23:45,Jet,Stopover 2
493,42.82064,-109.66378,5/13/2015 0:00,Jet,Stopover 2
494,42.8183,-109.66681,5/13/2015 2:46,Jet,Stopover 2
495,42.81993,-109.6715,5/13/2015 5:31,Jet,Stopover 2
496,42.81976,-109.67078,5/13/2015 8:16,Jet,Stopover 2
497,42.81927,-109.6698,5/13/2015 11:02,Jet,Stopover 2
498,42.81912,-109.67132,5/13/2015 13:46,Jet,Stopover 2
499,42.81925,-109.67234,5/13/2015 16:30,Jet,Stopover 2
500,42.82206,-109.67836,5/13/2015 19:16,Jet,Stopover 2
501,42.82601,-109.68938,5/13/2015 22:01,Jet,Stopover 2
502,42.82565,-109.67986,5/14/2015 0:31,Jet,Stopover 2
503,42.82371,-109.67424,5/14/2015 3:16,Jet,Stopover 2
504,42.82379,-109.67659,5/14/2015 6:01,Jet,Stopover 2
505,42.82517,-109.66555,5/14/2015 8:46,Jet,Stopover 2
506,42.82165,-109.66133,5/14/2015 11:31,Jet,Stopover 2
507,42.82215,-109.66132,5/14/2015 14:16,Jet,Stopover 2
508,42.82266,-109.66422,5/14/2015 17:00,Jet,Stopover 2
509,42.82267,-109.66918,5/14/2015 19:46,Jet,Stopover 2
510,42.82261,-109.6695,5/14/2015 22:30,Jet,Stopover 2
511,42.82264,-109.67114,5/15/2015 1:01,Jet,Stopover 2
512,42.82304,-109.67538,5/15/2015 3:46,Jet,Stopover 2
513,42.84717,-109.71253,5/15/2015 6:31,Jet,Migration
514,42.86342,-109.73213,5/15/2015 9:16,Jet,Migration
515,42.86669,-109.73494,5/15/2015 12:01,Jet,Migration
516,42.87537,-109.73494,5/15/2015 14:46,Jet,Migration
517,42.88079,-109.73709,5/15/2015 17:31,Jet,Migration
518,42.88324,-109.73462,5/15/2015 20:16,Jet,Migration
519,42.88294,-109.73655,5/15/2015 23:01,Jet,Migration
520,42.8838,-109.73602,5/16/2015 1:31,Jet,Migration
521,42.88355,-109.73549,5/16/2015 4:16,Jet,Migration
522,42.89064,-109.73498,5/16/2015 7:01,Jet,Migration
523,42.89164,-109.73941,5/16/2015 9:46,Jet,Migration
524,42.89166,-109.73968,5/16/2015 12:31,Jet,Migration
525,42.89164,-109.73968,5/16/2015 15:16,Jet,Migration
526,42.89067,-109.74147,5/16/2015 18:01,Jet,Migration
527,42.89052,-109.74044,5/16/2015 20:46,Jet,Migration
528,42.89074,-109.74034,5/16/2015 23:31,Jet,Migration
529,42.89053,-109.74051,5/17/2015 2:00,Jet,Migration
530,42.8929,-109.7426,5/17/2015 4:46,Jet,Migration
531,42.89836,-109.74889,5/17/2015 7:30,Jet,Migration
532,42.89822,-109.74879,5/17/2015 10:16,Jet,Migration
533,42.89761,-109.75014,5/17/2015 13:00,Jet,Migration
534,42.89624,-109.75096,5/17/2015 15:46,Jet,Migration
535,42.89784,-109.75537,5/17/2015 18:31,Jet,Migration
536,42.90119,-109.75376,5/17/2015 21:16,Jet,Migration
537,42.90742,-109.76052,5/17/2015 23:46,Jet,Migration
538,42.91268,-109.79959,5/18/2015 2:31,Jet,Migration
539,42.91388,-109.80504,5/18/2015 5:16,Jet,Migration
540,42.91051,-109.80475,5/18/2015 8:01,Jet,Migration
541,42.90912,-109.80421,5/18/2015 10:46,Jet,Migration
542,42.90473,-109.80301,5/18/2015 13:31,Jet,Migration
543,42.90493,-109.80435,5/18/2015 16:16,Jet,Migration
544,42.90646,-109.80471,5/18/2015 19:01,Jet,Migration
545,42.89595,-109.83013,5/18/2015 21:46,Jet,Migration
546,42.91342,-109.84322,5/18/2015 23:46,Jet,Migration
547,42.91405,-109.84311,5/19/2015 3:01,Jet,Migration
548,42.92668,-109.83867,5/19/2015 5:46,Jet,Migration
549,42.92683,-109.83625,5/19/2015 8:31,Jet,Migration
550,42.92689,-109.83561,5/19/2015 11:16,Jet,Migration
551,42.92745,-109.83674,5/19/2015 14:01,Jet,Migration
552,42.92836,-109.83524,5/19/2015 16:46,Jet,Migration
553,42.92945,-109.83568,5/19/2015 19:31,Jet,Migration
554,42.93037,-109.83489,5/19/2015 22:16,Jet,Migration
555,42.93067,-109.83417,5/19/2015 23:45,Jet,Migration
556,42.93066,-109.83418,5/20/2015 0:00,Jet,Migration
557,42.93058,-109.83456,5/20/2015 2:46,Jet,Migration
558,42.94235,-109.8488,5/20/2015 5:31,Jet,Migration
559,42.98176,-109.87742,5/20/2015 8:16,Jet,Migration
560,42.98149,-109.87825,5/20/2015 11:01,Jet,Migration
561,42.98247,-109.88106,5/20/2015 13:46,Jet,Migration
562,42.98478,-109.88825,5/20/2015 16:30,Jet,Migration
563,42.98458,-109.88722,5/20/2015 19:16,Jet,Migration
564,42.98514,-109.88745,5/20/2015 22:00,Jet,Migration
565,42.98548,-109.88807,5/21/2015 0:31,Jet,Migration
566,42.98504,-109.88684,5/21/2015 3:16,Jet,Migration
567,42.98505,-109.88839,5/21/2015 6:01,Jet,Migration
568,42.98497,-109.89661,5/21/2015 8:46,Jet,Migration
569,42.98486,-109.89415,5/21/2015 11:32,Jet,Migration
570,42.98396,-109.89702,5/21/2015 14:16,Jet,Migration
571,42.98422,-109.89597,5/21/2015 17:01,Jet,Migration
572,42.98442,-109.89167,5/21/2015 19:46,Jet,Migration
573,42.98442,-109.88512,5/21/2015 22:31,Jet,Migration
574,42.98435,-109.88502,5/22/2015 1:00,Jet,Migration
575,42.98557,-109.8878,5/22/2015 3:46,Jet,Migration
576,43.01649,-109.92058,5/22/2015 6:30,Jet,Migration
577,43.04037,-109.9546,5/22/2015 9:17,Jet,Migration
578,43.04251,-109.95444,5/22/2015 12:01,Jet,Migration
579,43.04293,-109.9543,5/22/2015 14:46,Jet,Migration
580,43.04431,-109.95392,5/22/2015 17:31,Jet,Migration
581,43.05354,-109.968,5/22/2015 20:16,Jet,Migration
582,43.0537,-109.96859,5/22/2015 23:01,Jet,Migration
583,43.05699,-109.97187,5/23/2015 1:31,Jet,Migration
584,43.06661,-109.98585,5/23/2015 4:17,Jet,Migration
585,43.06447,-110.07557,5/23/2015 7:01,Jet,Migration
586,43.08693,-110.1334,5/23/2015 9:46,Jet,Migration
587,43.10414,-110.15115,5/23/2015 12:31,Jet,Migration
588,43.11294,-110.15941,5/23/2015 15:16,Jet,Migration
589,43.13375,-110.1877,5/23/2015 18:01,Jet,Migration
590,43.14876,-110.21394,5/23/2015 20:46,Jet,Migration
591,43.14841,-110.21451,5/23/2015 23:31,Jet,Migration
592,43.14801,-110.21447,5/24/2015 2:00,Jet,Migration
593,43.14973,-110.21614,5/24/2015 4:46,Jet,Migration
594,43.15084,-110.21679,5/24/2015 7:31,Jet,Migration
595,43.1505,-110.22202,5/24/2015 10:16,Jet,Migration
596,43.15144,-110.22436,5/24/2015 13:01,Jet,Migration
597,43.15288,-110.22843,5/24/2015 15:46,Jet,Migration
598,43.15402,-110.22617,5/24/2015 18:31,Jet,Migration
599,43.15716,-110.23065,5/24/2015 21:16,Jet,Migration
600,43.15711,-110.23072,5/24/2015 23:46,Jet,Migration
601,43.15711,-110.23071,5/25/2015 2:31,Jet,Migration
602,43.1607,-110.23534,5/25/2015 5:16,Jet,Migration
603,43.16622,-110.23513,5/25/2015 8:01,Jet,Migration
604,43.18415,-110.25158,5/25/2015 10:46,Jet,Migration
605,43.18628,-110.25391,5/25/2015 13:32,Jet,Migration
606,43.18674,-110.2536,5/25/2015 16:17,Jet,Migration
607,43.18667,-110.2501,5/25/2015 19:01,Jet,Migration
608,43.18444,-110.25365,5/25/2015 21:46,Jet,Migration
609,43.18438,-110.25361,5/25/2015 23:46,Jet,Migration
610,43.18415,-110.25386,5/26/2015 3:01,Jet,Migration
611,43.18543,-110.25489,5/26/2015 5:46,Jet,Migration
612,43.18566,-110.25529,5/26/2015 8:31,Jet,Migration
613,43.1864,-110.25497,5/26/2015 11:17,Jet,Migration
614,43.18868,-110.25348,5/26/2015 14:01,Jet,Migration
615,43.19134,-110.25469,5/26/2015 16:46,Jet,Migration
616,43.21002,-110.2564,5/26/2015 19:31,Jet,Migration
617,43.22555,-110.26716,5/26/2015 22:17,Jet,Migration
618,43.23627,-110.2773,5/26/2015 23:45,Jet,Migration
619,43.23618,-110.27734,5/27/2015 0:00,Jet,Summer Range
620,43.23622,-110.27732,5/27/2015 2:46,Jet,Summer Range
621,43.23852,-110.27903,5/27/2015 5:31,Jet,Summer Range
622,43.23914,-110.28064,5/27/2015 8:16,Jet,Summer Range
623,43.24275,-110.2861,5/27/2015 11:01,Jet,Summer Range
624,43.24338,-110.28941,5/27/2015 13:46,Jet,Summer Range
625,43.24278,-110.29413,5/27/2015 16:31,Jet,Summer Range
626,43.24258,-110.29524,5/27/2015 19:16,Jet,Summer Range
627,43.24261,-110.29506,5/27/2015 22:01,Jet,Summer Range
628,43.24261,-110.29504,5/28/2015 0:31,Jet,Summer Range
629,43.24254,-110.29496,5/28/2015 3:16,Jet,Summer Range
630,43.24172,-110.29651,5/28/2015 6:01,Jet,Summer Range
631,43.24098,-110.29667,5/28/2015 8:46,Jet,Summer Range
632,43.24119,-110.29695,5/28/2015 11:31,Jet,Summer Range
633,43.2405,-110.29696,5/28/2015 14:17,Jet,Summer Range
634,43.23833,-110.29745,5/28/2015 17:01,Jet,Summer Range
635,43.23839,-110.296,5/28/2015 19:46,Jet,Summer Range
636,43.23868,-110.29668,5/28/2015 22:31,Jet,Summer Range
637,43.23847,-110.2956,5/29/2015 1:01,Jet,Summer Range
638,43.23858,-110.29711,5/29/2015 3:46,Jet,Summer Range
639,43.23945,-110.29743,5/29/2015 6:32,Jet,Summer Range
640,43.24004,-110.29553,5/29/2015 9:17,Jet,Summer Range
641,43.23941,-110.29514,5/29/2015 12:01,Jet,Summer Range
642,43.24119,-110.29688,5/29/2015 14:46,Jet,Summer Range
643,43.24092,-110.29699,5/29/2015 17:31,Jet,Summer Range
644,43.2423,-110.29669,5/29/2015 20:16,Jet,Summer Range
645,43.24211,-110.29685,5/29/2015 23:02,Jet,Summer Range
646,43.24133,-110.29646,5/30/2015 1:32,Jet,Summer Range
647,43.24069,-110.29723,5/30/2015 4:17,Jet,Summer Range
648,43.23892,-110.29694,5/30/2015 7:01,Jet,Summer Range
649,43.2386,-110.29499,5/30/2015 9:46,Jet,Summer Range
650,43.23832,-110.29428,5/30/2015 12:31,Jet,Summer Range
651,43.23801,-110.2945,5/30/2015 15:16,Jet,Summer Range
652,43.23892,-110.29548,5/30/2015 18:01,Jet,Summer Range
653,43.23815,-110.29743,5/30/2015 20:46,Jet,Summer Range
654,43.23766,-110.29788,5/30/2015 23:31,Jet,Summer Range
655,43.23775,-110.29788,5/31/2015 2:01,Jet,Summer Range
656,43.23771,-110.29787,5/31/2015 4:46,Jet,Summer Range
657,43.23833,-110.29412,5/31/2015 7:32,Jet,Summer Range
658,43.23803,-110.29447,5/31/2015 13:01,Jet,Summer Range
659,43.23785,-110.29397,5/31/2015 15:47,Jet,Summer Range
660,43.23821,-110.29141,5/31/2015 18:31,Jet,Summer Range
661,43.24412,-110.29155,5/31/2015 21:16,Jet,Summer Range
662,43.24412,-110.29148,5/31/2015 23:46,Jet,Summer Range
663,43.2433,-110.2903,6/1/2015 2:31,Jet,Summer Range
664,43.24238,-110.28967,6/1/2015 5:16,Jet,Summer Range
665,43.24153,-110.29006,6/1/2015 8:01,Jet,Summer Range
666,43.24183,-110.28981,6/1/2015 10:47,Jet,Summer Range
667,43.24309,-110.28875,6/1/2015 13:31,Jet,Summer Range
668,43.24291,-110.28837,6/1/2015 16:16,Jet,Summer Range
