ID,Latitude,Longitude,AID,Attribute,Dates,Time
576,43.01649,-109.92058,Jet,Migration,22/05/2015,6:30 AM
577,43.04037,-109.9546,Jet,Migration,22/05/2015,9:17 AM
578,43.04251,-109.95444,Jet,Migration,22/05/2015,12:01 PM
579,43.04293,-109.9543,Jet,Migration,22/05/2015,2:46 PM
580,43.04431,-109.95392,Jet,Migration,22/05/2015,5:31 PM
581,43.05354,-109.968,Jet,Migration,22/05/2015,8:16 PM
582,43.0537,-109.96859,Jet,Migration,22/05/2015,11:01 PM
583,43.05699,-109.97187,Jet,Migration,23/05/2015,1:31 AM
584,43.06661,-109.98585,Jet,Migration,23/05/2015,4:17 AM
585,43.06447,-110.07557,Jet,Migration,23/05/2015,7:01 AM
586,43.08693,-110.1334,Jet,Migration,23/05/2015,9:46 AM
587,43.10414,-110.15115,Jet,Migration,23/05/2015,12:31 PM
588,43.11294,-110.15941,Jet,Migration,23/05/2015,3:16 PM
589,43.13375,-110.1877,Jet,Migration,23/05/2015,6:01 PM
590,43.14876,-110.21394,Jet,Migration,23/05/2015,8:46 PM
591,43.14841,-110.21451,Jet,Migration,23/05/2015,11:31 PM
592,43.14801,-110.21447,Jet,Migration,24/05/2015,2:00 AM
593,43.14973,-110.21614,Jet,Migration,24/05/2015,4:46 AM
594,43.15084,-110.21679,Jet,Migration,24/05/2015,7:31 AM
595,43.1505,-110.22202,Jet,Migration,24/05/2015,10:16 AM
596,43.15144,-110.22436,Jet,Migration,24/05/2015,1:01 PM
597,43.15288,-110.22843,Jet,Migration,24/05/2015,3:46 PM
598,43.15402,-110.22617,Jet,Migration,24/05/2015,6:31 PM
599,43.15716,-110.23065,Jet,Migration,24/05/2015,9:16 PM
600,43.15711,-110.23072,Jet,Migration,24/05/2015,11:46 PM
601,43.15711,-110.23071,Jet,Migration,25/05/2015,2:31 AM
602,43.1607,-110.23534,Jet,Migration,25/05/2015,5:16 AM
603,43.16622,-110.23513,Jet,Migration,25/05/2015,8:01 AM
604,43.18415,-110.25158,Jet,Migration,25/05/2015,10:46 AM
605,43.18628,-110.25391,Jet,Migration,25/05/2015,1:32 PM
606,43.18674,-110.2536,Jet,Migration,25/05/2015,4:17 PM
607,43.18667,-110.2501,Jet,Migration,25/05/2015,7:01 PM
608,43.18444,-110.25365,Jet,Migration,25/05/2015,9:46 PM
609,43.18438,-110.25361,Jet,Migration,25/05/2015,11:46 PM
610,43.18415,-110.25386,Jet,Migration,26/05/2015,3:01 AM
611,43.18543,-110.25489,Jet,Migration,26/05/2015,5:46 AM
612,43.18566,-110.25529,Jet,Migration,26/05/2015,8:31 AM
613,43.1864,-110.25497,Jet,Migration,26/05/2015,11:17 AM
614,43.18868,-110.25348,Jet,Migration,26/05/2015,2:01 PM
615,43.19134,-110.25469,Jet,Migration,26/05/2015,4:46 PM
616,43.21002,-110.2564,Jet,Migration,26/05/2015,7:31 PM
617,43.22555,-110.26716,Jet,Migration,26/05/2015,10:17 PM
618,43.23627,-110.2773,Jet,Migration,26/05/2015,11:45 PM
619,43.23618,-110.27734,Jet,Summer Range,27/05/2015,12:00 AM
620,43.23622,-110.27732,Jet,Summer Range,27/05/2015,2:46 AM
621,43.23852,-110.27903,Jet,Summer Range,27/05/2015,5:31 AM
622,43.23914,-110.28064,Jet,Summer Range,27/05/2015,8:16 AM
623,43.24275,-110.2861,Jet,Summer Range,27/05/2015,11:01 AM
624,43.24338,-110.28941,Jet,Summer Range,27/05/2015,1:46 PM
625,43.24278,-110.29413,Jet,Summer Range,27/05/2015,4:31 PM
626,43.24258,-110.29524,Jet,Summer Range,27/05/2015,7:16 PM
627,43.24261,-110.29506,Jet,Summer Range,27/05/2015,10:01 PM
628,43.24261,-110.29504,Jet,Summer Range,28/05/2015,12:31 AM
629,43.24254,-110.29496,Jet,Summer Range,28/05/2015,3:16 AM
630,43.24172,-110.29651,Jet,Summer Range,28/05/2015,6:01 AM
631,43.24098,-110.29667,Jet,Summer Range,28/05/2015,8:46 AM
632,43.24119,-110.29695,Jet,Summer Range,28/05/2015,11:31 AM
633,43.2405,-110.29696,Jet,Summer Range,28/05/2015,2:17 PM
634,43.23833,-110.29745,Jet,Summer Range,28/05/2015,5:01 PM
635,43.23839,-110.296,Jet,Summer Range,28/05/2015,7:46 PM
636,43.23868,-110.29668,Jet,Summer Range,28/05/2015,10:31 PM
637,43.23847,-110.2956,Jet,Summer Range,29/05/2015,1:01 AM
638,43.23858,-110.29711,Jet,Summer Range,29/05/2015,3:46 AM
639,43.23945,-110.29743,Jet,Summer Range,29/05/2015,6:32 AM
640,43.24004,-110.29553,Jet,Summer Range,29/05/2015,9:17 AM
641,43.23941,-110.29514,Jet,Summer Range,29/05/2015,12:01 PM
642,43.24119,-110.29688,Jet,Summer Range,29/05/2015,2:46 PM
643,43.24092,-110.29699,Jet,Summer Range,29/05/2015,5:31 PM
644,43.2423,-110.29669,Jet,Summer Range,29/05/2015,8:16 PM
645,43.24211,-110.29685,Jet,Summer Range,29/05/2015,11:02 PM
646,43.24133,-110.29646,Jet,Summer Range,30/05/2015,1:32 AM
647,43.24069,-110.29723,Jet,Summer Range,30/05/2015,4:17 AM
648,43.23892,-110.29694,Jet,Summer Range,30/05/2015,7:01 AM
649,43.2386,-110.29499,Jet,Summer Range,30/05/2015,9:46 AM
650,43.23832,-110.29428,Jet,Summer Range,30/05/2015,12:31 PM
651,43.23801,-110.2945,Jet,Summer Range,30/05/2015,3:16 PM
652,43.23892,-110.29548,Jet,Summer Range,30/05/2015,6:01 PM
653,43.23815,-110.29743,Jet,Summer Range,30/05/2015,8:46 PM
654,43.23766,-110.29788,Jet,Summer Range,30/05/2015,11:31 PM
655,43.23775,-110.29788,Jet,Summer Range,31/05/2015,2:01 AM
656,43.23771,-110.29787,Jet,Summer Range,31/05/2015,4:46 AM
657,43.23833,-110.29412,Jet,Summer Range,31/05/2015,7:32 AM
658,43.23803,-110.29447,Jet,Summer Range,31/05/2015,1:01 PM
659,43.23785,-110.29397,Jet,Summer Range,31/05/2015,3:47 PM
660,43.23821,-110.29141,Jet,Summer Range,31/05/2015,6:31 PM
661,43.24412,-110.29155,Jet,Summer Range,31/05/2015,9:16 PM
662,43.24412,-110.29148,Jet,Summer Range,31/05/2015,11:46 PM
663,43.2433,-110.2903,Jet,Summer Range,1/6/2015,2:31 AM
664,43.24238,-110.28967,Jet,Summer Range,1/6/2015,5:16 AM
665,43.24153,-110.29006,Jet,Summer Range,1/6/2015,8:01 AM
666,43.24183,-110.28981,Jet,Summer Range,1/6/2015,10:47 AM
667,43.24309,-110.28875,Jet,Summer Range,1/6/2015,1:31 PM
668,43.24291,-110.28837,Jet,Summer Range,1/6/2015,4:16 PM
